env_min(m) 0.0000 0.0000 0.0000
env_max(m) 10.0000 10.0000 3.0000
NumCells_XYZ 100 100 30
CellSizes_XYZ[m] 0.1000 0.1000 0.1000
GasSourceLocation_XYZ[m] 7.5714 1.2143 0.5000
GasType ethanol
Cell_x	 Cell_y	 Cell_z	 Gas_conc[10^⁻3ppm]	 Wind_u[10^⁻3m/s]	 Wind_v[10^⁻3m/s]	 Wind_w[10^⁻3m/s]
2 2 0 0 476 7 -8
2 3 0 0 482 -116 -4
2 4 0 0 468 -139 5
2 5 0 0 456 -141 10
2 6 0 0 462 -181 4
2 7 0 0 455 -222 3
2 8 0 0 463 -256 4
2 9 0 0 454 -310 6
2 10 0 0 458 -344 7
2 11 0 0 452 -387 6
2 12 0 0 457 -422 7
2 13 0 0 452 -464 8
2 14 0 0 455 -496 9
2 15 0 0 450 -533 9
2 16 0 0 453 -563 9
2 17 0 0 450 -598 7
2 18 0 0 456 -632 4
2 19 0 0 451 -664 6
2 20 0 0 456 -697 2
2 21 0 0 452 -728 5
2 22 0 0 456 -761 1
2 23 0 0 452 -789 4
2 24 0 0 456 -823 0
2 25 0 0 450 -851 4
2 26 0 0 454 -884 0
2 27 0 0 449 -912 5
2 28 0 0 452 -943 0
2 29 0 0 448 -973 5
2 30 0 0 451 -1001 0
2 31 0 0 448 -1028 5
2 32 0 0 450 -1051 -1
2 33 0 0 449 -1072 4
2 34 0 0 450 -1088 -4
2 35 0 0 448 -1091 1
2 36 0 0 450 -1104 -5
2 37 0 0 447 -1100 0
2 38 0 0 450 -1109 -7
2 39 0 0 446 -1096 0
2 40 0 0 449 -1099 -8
2 41 0 0 445 -1082 -1
2 42 0 0 449 -1080 -9
2 43 0 0 445 -1059 -1
2 44 0 0 449 -1053 -9
2 45 0 0 444 -1030 -2
2 46 0 0 449 -1022 -9
2 47 0 0 445 -997 -2
2 48 0 0 449 -987 -10
2 49 0 0 444 -960 -3
2 50 0 0 449 -948 -10
2 51 0 0 444 -919 -3
2 52 0 0 449 -907 -10
2 53 0 0 443 -875 -3
2 54 0 0 449 -861 -10
2 55 0 0 443 -826 -3
2 56 0 0 448 -812 -10
2 57 0 0 442 -771 -3
2 58 0 0 448 -757 -9
2 59 0 0 441 -711 -3
2 60 0 0 447 -694 -9
2 61 0 0 439 -644 -3
2 62 0 0 448 -628 -8
2 63 0 0 439 -579 -3
2 64 0 0 448 -564 -7
2 65 0 0 438 -518 -1
2 66 0 0 448 -504 -5
2 67 0 0 438 -465 0
2 68 0 0 447 -450 -3
2 69 0 0 438 -418 0
2 70 0 0 447 -403 -3
2 71 0 0 439 -378 0
2 72 0 0 447 -362 -1
2 73 0 0 439 -342 0
2 74 0 0 446 -326 0
2 75 0 0 440 -309 0
2 76 0 0 446 -293 0
2 77 0 0 441 -279 0
2 78 0 0 448 -263 0
2 79 0 0 442 -251 0
2 80 0 0 449 -235 -1
2 81 0 0 443 -224 0
2 82 0 0 451 -207 -3
2 83 0 0 444 -197 -1
2 84 0 0 452 -180 -3
2 85 0 0 445 -170 -2
2 86 0 0 455 -154 -6
2 87 0 0 447 -144 -5
2 88 0 0 459 -128 -12
2 89 0 0 449 -117 -6
2 90 0 0 471 -105 -25
2 91 0 0 446 -95 0
2 92 0 0 486 -81 -23
2 93 0 0 426 -107 12
2 94 0 0 285 -15 11
2 95 0 0 481 100 2
2 96 0 0 484 124 -3
2 97 0 0 532 46 -49
3 2 0 0 551 -19 9
3 3 0 0 605 -98 8
3 4 0 0 594 -114 37
3 5 0 0 613 -321 38
3 6 0 0 613 -324 29
3 7 0 0 630 -462 27
3 8 0 0 613 -491 29
3 9 0 0 628 -614 27
3 10 0 0 608 -650 25
3 11 0 0 628 -751 25
3 12 0 0 607 -793 25
3 13 0 0 622 -887 26
3 14 0 0 601 -930 25
3 15 0 0 616 -1017 26
3 16 0 0 599 -1062 24
3 17 0 0 617 -1145 26
3 18 0 0 609 -1190 23
3 19 0 0 618 -1261 26
3 20 0 0 611 -1307 24
3 21 0 0 620 -1374 26
3 22 0 0 613 -1421 25
3 23 0 0 620 -1485 27
3 24 0 0 615 -1533 26
3 25 0 0 621 -1596 27
3 26 0 0 617 -1645 26
3 27 0 0 621 -1705 27
3 28 0 0 620 -1753 28
3 29 0 0 622 -1811 28
3 30 0 0 620 -1854 28
3 31 0 0 619 -1904 28
3 32 0 0 616 -1938 28
3 33 0 0 611 -1974 28
3 34 0 0 602 -1990 26
3 35 0 0 601 -2006 25
3 36 0 0 594 -2011 27
3 37 0 0 592 -2012 24
3 38 0 0 583 -2005 25
3 39 0 0 583 -1992 24
3 40 0 0 576 -1978 25
3 41 0 0 577 -1956 24
3 42 0 0 569 -1936 24
3 43 0 0 571 -1907 23
3 44 0 0 565 -1883 24
3 45 0 0 567 -1850 23
3 46 0 0 560 -1822 24
3 47 0 0 564 -1785 23
3 48 0 0 556 -1755 24
3 49 0 0 561 -1715 22
3 50 0 0 553 -1682 24
3 51 0 0 558 -1639 22
3 52 0 0 549 -1603 23
3 53 0 0 554 -1557 21
3 54 0 0 544 -1516 23
3 55 0 0 550 -1467 20
3 56 0 0 538 -1421 22
3 57 0 0 545 -1369 18
3 58 0 0 531 -1317 20
3 59 0 0 540 -1259 15
3 60 0 0 525 -1203 19
3 61 0 0 536 -1145 15
3 62 0 0 523 -1091 19
3 63 0 0 535 -1036 15
3 64 0 0 523 -985 20
3 65 0 0 535 -936 15
3 66 0 0 525 -889 20
3 67 0 0 536 -845 14
3 68 0 0 528 -801 21
3 69 0 0 539 -764 15
3 70 0 0 532 -724 22
3 71 0 0 542 -693 14
3 72 0 0 534 -654 22
3 73 0 0 545 -630 14
3 74 0 0 537 -591 22
3 75 0 0 548 -572 14
3 76 0 0 538 -532 22
3 77 0 0 551 -519 15
3 78 0 0 540 -478 23
3 79 0 0 553 -468 15
3 80 0 0 540 -427 24
3 81 0 0 554 -420 15
3 82 0 0 540 -376 24
3 83 0 0 555 -372 15
3 84 0 0 538 -325 25
3 85 0 0 556 -324 15
3 86 0 0 537 -274 26
3 87 0 0 557 -275 16
3 88 0 0 537 -224 27
3 89 0 0 558 -224 19
3 90 0 0 539 -176 20
3 91 0 0 543 -145 13
3 92 0 0 537 -121 16
3 93 0 0 503 -37 18
3 94 0 0 479 -76 47
3 95 0 0 511 -160 33
3 96 0 0 493 -52 0
3 97 0 0 459 0 -10
4 2 0 0 673 -35 -6
4 3 0 0 622 -56 29
4 6 0 0 739 -402 35
4 8 0 0 717 -564 38
4 10 0 0 703 -720 44
4 12 0 0 694 -867 43
4 14 0 0 681 -1001 45
4 16 0 0 674 -1130 44
4 18 0 0 665 -1248 44
4 20 0 0 660 -1360 45
4 22 0 0 656 -1469 46
4 24 0 0 655 -1577 46
4 26 0 0 651 -1684 46
4 28 0 0 643 -1788 48
4 30 0 0 624 -1882 51
4 32 0 0 593 -1956 53
4 34 0 0 546 -1996 55
4 36 0 0 511 -2006 57
4 39 0 0 480 -1993 57
4 41 0 0 458 -1959 57
4 43 0 0 442 -1914 58
4 45 0 0 430 -1858 59
4 47 0 0 421 -1795 59
4 49 0 0 413 -1727 59
4 51 0 0 406 -1653 59
4 53 0 0 398 -1575 58
4 55 0 0 389 -1490 58
4 57 0 0 378 -1398 57
4 59 0 0 368 -1297 57
4 61 0 0 363 -1185 57
4 63 0 0 369 -1074 56
4 65 0 0 379 -970 55
4 67 0 0 391 -875 54
4 69 0 0 404 -790 53
4 71 0 0 415 -715 53
4 73 0 0 426 -647 52
4 75 0 0 433 -587 52
4 77 0 0 439 -531 53
4 79 0 0 443 -480 52
4 81 0 0 446 -429 52
4 83 0 0 448 -380 51
4 85 0 0 449 -331 51
4 87 0 0 450 -280 48
4 89 0 0 456 -227 37
4 91 0 0 442 -177 39
4 92 0 0 424 -141 48
4 94 0 0 429 -93 7
4 96 0 0 443 -80 17
4 97 0 0 500 1 18
5 2 0 0 702 9 27
5 3 0 0 708 -180 13
5 4 0 0 719 -216 23
5 96 0 0 439 17 -7
5 97 0 0 413 -15 -15
6 6 0 0 878 -421 15
6 8 0 0 850 -589 14
6 10 0 0 839 -742 9
6 12 0 0 819 -889 11
6 14 0 0 798 -1023 10
6 16 0 0 778 -1147 11
6 18 0 0 763 -1259 11
6 20 0 0 753 -1366 12
6 22 0 0 748 -1471 12
6 24 0 0 746 -1577 12
6 26 0 0 742 -1687 11
